Gene stable ID	Rat gene stable ID
ENSG00000258964	
ENSG00000253988	
ENSG00000280326	
ENSG00000286010	
ENSG00000023608	ENSRNOG00000009296
ENSG00000255130	
ENSG00000205038	ENSRNOG00000004398
ENSG00000204524	
ENSG00000138684	ENSRNOG00000017376
ENSG00000250508	
ENSG00000011275	ENSRNOG00000001101
ENSG00000231748	
ENSG00000197345	ENSRNOG00000013845
ENSG00000229197	
ENSG00000232734	
ENSG00000099282	ENSRNOG00000046204
ENSG00000090013	ENSRNOG00000064875
ENSG00000227145	
ENSG00000279633	
ENSG00000167554	ENSRNOG00000053042
ENSG00000258956	
ENSG00000258842	
ENSG00000258903	
ENSG00000287692	
ENSG00000181004	ENSRNOG00000068263
ENSG00000259142	
ENSG00000270852	
ENSG00000257869	
ENSG00000230104	
ENSG00000251184	
ENSG00000255741	
ENSG00000229867	
ENSG00000172938	ENSRNOG00000013448
ENSG00000100918	ENSRNOG00000019503
ENSG00000175283	ENSRNOG00000016989
ENSG00000249784	
ENSG00000261625	
ENSG00000261276	
ENSG00000286679	
ENSG00000095319	ENSRNOG00000025185
ENSG00000185049	ENSRNOG00000015474
ENSG00000172935	ENSRNOG00000013426
ENSG00000253141	
ENSG00000242828	
ENSG00000233214	
ENSG00000239997	
ENSG00000249761	
ENSG00000172971	
ENSG00000254158	
ENSG00000105404	ENSRNOG00000020233
ENSG00000256508	
ENSG00000240241	
ENSG00000155858	ENSRNOG00000005450
ENSG00000164542	ENSRNOG00000026979
ENSG00000241018	
ENSG00000162341	ENSRNOG00000013387
ENSG00000271389	
ENSG00000271034	
ENSG00000214360	ENSRNOG00000004142
ENSG00000270059	
ENSG00000285618	
ENSG00000170854	ENSRNOG00000001680
ENSG00000170854	ENSRNOG00000061443
ENSG00000072364	ENSRNOG00000006965
ENSG00000248134	
ENSG00000287306	
ENSG00000233197	
ENSG00000236780	
ENSG00000122859	ENSRNOG00000024413
ENSG00000230755	
ENSG00000235803	
ENSG00000235524	
ENSG00000231152	
ENSG00000226794	
ENSG00000171224	ENSRNOG00000000551
ENSG00000171224	ENSRNOG00000051000
ENSG00000178568	ENSRNOG00000014248
ENSG00000022556	ENSRNOG00000049759
ENSG00000235645	
ENSG00000278830	
ENSG00000200369	ENSRNOG00000058270
ENSG00000200369	ENSRNOG00000057771
ENSG00000215409	
ENSG00000137207	ENSRNOG00000018998
ENSG00000207135	ENSRNOG00000058270
ENSG00000207135	ENSRNOG00000057771
ENSG00000260151	
ENSG00000213770	
ENSG00000237956	
ENSG00000182077	ENSRNOG00000046946
ENSG00000231207	
ENSG00000253782	
ENSG00000284587	
ENSG00000106443	ENSRNOG00000005775
ENSG00000185818	ENSRNOG00000049351
ENSG00000253543	
ENSG00000107897	ENSRNOG00000017642
ENSG00000107897	ENSRNOG00000022709
ENSG00000083307	ENSRNOG00000007000
ENSG00000249006	
ENSG00000142765	ENSRNOG00000008600
ENSG00000250623	
ENSG00000109685	ENSRNOG00000038140
ENSG00000242195	
ENSG00000243794	
ENSG00000272710	
ENSG00000244674	
ENSG00000240476	
ENSG00000241218	
ENSG00000242365	
ENSG00000100884	ENSRNOG00000018399
ENSG00000286447	
ENSG00000241622	
ENSG00000242586	
ENSG00000243089	
ENSG00000241158	
ENSG00000260895	
ENSG00000261070	
ENSG00000095321	ENSRNOG00000065525
ENSG00000110344	ENSRNOG00000026833
ENSG00000254230	
ENSG00000240809	
ENSG00000158106	ENSRNOG00000007597
ENSG00000163938	ENSRNOG00000028461
ENSG00000241765	
ENSG00000249345	
ENSG00000270989	
ENSG00000250025	
ENSG00000251001	
ENSG00000168140	ENSRNOG00000004141
ENSG00000250956	
ENSG00000185631	
ENSG00000248525	
ENSG00000158161	ENSRNOG00000010396
ENSG00000229721	
ENSG00000237532	
ENSG00000157219	ENSRNOG00000007066
ENSG00000223554	
ENSG00000157510	ENSRNOG00000019403
ENSG00000287662	
ENSG00000103423	ENSRNOG00000003855
ENSG00000232140	
ENSG00000275232	
ENSG00000151952	ENSRNOG00000008447
ENSG00000225885	
ENSG00000204054	
ENSG00000163006	ENSRNOG00000028581
ENSG00000271754	
ENSG00000124571	ENSRNOG00000019085
ENSG00000286337	
ENSG00000254394	
ENSG00000106477	ENSRNOG00000010950
ENSG00000253819	
ENSG00000198270	ENSRNOG00000027480
ENSG00000282912	
ENSG00000241532	
ENSG00000269028	
ENSG00000240135	
ENSG00000244791	
ENSG00000044524	ENSRNOG00000030285
ENSG00000254873	
ENSG00000280725	
ENSG00000285827	ENSRNOG00000015133
ENSG00000254028	
ENSG00000269944	
ENSG00000254263	
ENSG00000255384	
ENSG00000280543	
ENSG00000248231	
ENSG00000253660	
ENSG00000147592	ENSRNOG00000007829
ENSG00000145817	ENSRNOG00000014564
ENSG00000132740	ENSRNOG00000013456
ENSG00000130528	ENSRNOG00000020719
ENSG00000138069	ENSRNOG00000070839
ENSG00000138069	ENSRNOG00000067171
ENSG00000138069	ENSRNOG00000068976
ENSG00000138069	ENSRNOG00000070838
ENSG00000138069	ENSRNOG00000067477
ENSG00000138069	ENSRNOG00000004992
ENSG00000198576	ENSRNOG00000043465
ENSG00000092096	ENSRNOG00000016414
ENSG00000212993	ENSRNOG00000046487
ENSG00000243761	
ENSG00000286078	
ENSG00000227619	
ENSG00000067167	ENSRNOG00000007892
ENSG00000250240	
ENSG00000204936	ENSRNOG00000022669
ENSG00000287180	
ENSG00000213568	
ENSG00000225411	
ENSG00000081148	ENSRNOG00000001622
ENSG00000286238	
ENSG00000244245	
ENSG00000207277	
ENSG00000250247	
ENSG00000232815	
ENSG00000266017	
ENSG00000219470	
ENSG00000215548	
ENSG00000253224	
ENSG00000252218	
ENSG00000286778	
ENSG00000251031	
ENSG00000204790	
ENSG00000170734	ENSRNOG00000019195
ENSG00000288694	
ENSG00000277170	
ENSG00000275068	
ENSG00000277440	
ENSG00000151690	ENSRNOG00000012663
ENSG00000275515	
ENSG00000171444	ENSRNOG00000011271
ENSG00000083067	ENSRNOG00000027770
ENSG00000103415	ENSRNOG00000003773
ENSG00000286516	
ENSG00000235156	
ENSG00000176473	ENSRNOG00000066526
ENSG00000176473	ENSRNOG00000004733
ENSG00000288105	
ENSG00000203362	
ENSG00000276570	
ENSG00000167656	ENSRNOG00000026133
ENSG00000273374	
ENSG00000283515	ENSRNOG00000065338
ENSG00000172432	ENSRNOG00000019332
ENSG00000242145	
ENSG00000227557	
ENSG00000176422	ENSRNOG00000003127
ENSG00000144747	ENSRNOG00000056462
ENSG00000285793	
ENSG00000167578	ENSRNOG00000001500
ENSG00000253288	
ENSG00000125631	
ENSG00000254278	
ENSG00000151948	ENSRNOG00000000961
ENSG00000288067	
ENSG00000259915	
ENSG00000237262	
ENSG00000140396	ENSRNOG00000007975
ENSG00000236440	
ENSG00000180178	
ENSG00000270330	
ENSG00000227470	
ENSG00000287871	
ENSG00000142684	ENSRNOG00000016392
ENSG00000232631	
ENSG00000236655	
ENSG00000235435	
ENSG00000235864	
ENSG00000231954	
ENSG00000234619	
ENSG00000230251	
ENSG00000138160	ENSRNOG00000056069
ENSG00000228016	
ENSG00000121769	ENSRNOG00000012879
ENSG00000121769	ENSRNOG00000065942
ENSG00000258620	
ENSG00000230603	
ENSG00000124688	ENSRNOG00000019463
ENSG00000279593	
ENSG00000258584	
ENSG00000272396	
ENSG00000128708	ENSRNOG00000001524
ENSG00000268713	
ENSG00000061455	ENSRNOG00000030486
ENSG00000285505	ENSRNOG00000020263
ENSG00000172426	ENSRNOG00000019474
ENSG00000229626	
ENSG00000273055	
ENSG00000243494	
ENSG00000238297	
ENSG00000100628	ENSRNOG00000051619
ENSG00000157330	ENSRNOG00000043039
ENSG00000218107	
ENSG00000236961	
ENSG00000130751	ENSRNOG00000015376
ENSG00000272114	
ENSG00000283573	
ENSG00000091136	ENSRNOG00000005678
ENSG00000283215	
ENSG00000223469	
ENSG00000230913	
ENSG00000231102	
ENSG00000251088	
ENSG00000176915	ENSRNOG00000060144
ENSG00000254978	
ENSG00000239586	
ENSG00000164221	ENSRNOG00000003559
ENSG00000096088	ENSRNOG00000014492
ENSG00000239226	
ENSG00000142627	ENSRNOG00000009222
ENSG00000214534	
ENSG00000271024	
ENSG00000243296	
ENSG00000272690	
ENSG00000184276	ENSRNOG00000065276
ENSG00000184276	ENSRNOG00000065710
ENSG00000184276	ENSRNOG00000007525
ENSG00000252902	
ENSG00000255157	
ENSG00000225805	ENSRNOG00000038759
ENSG00000228915	
ENSG00000237053	
ENSG00000042832	ENSRNOG00000006104
ENSG00000231266	
ENSG00000225744	
ENSG00000269387	
ENSG00000188487	ENSRNOG00000024712
ENSG00000223816	
ENSG00000137218	ENSRNOG00000014328
ENSG00000225476	
ENSG00000204434	
ENSG00000258987	
ENSG00000286370	
ENSG00000228837	
ENSG00000224028	
ENSG00000124593	ENSRNOG00000014180
ENSG00000175699	
ENSG00000184111	
ENSG00000227359	
ENSG00000264313	
ENSG00000272979	
ENSG00000224222	
ENSG00000236007	
ENSG00000284668	
ENSG00000233234	
ENSG00000042286	ENSRNOG00000059445
ENSG00000243547	
ENSG00000142632	ENSRNOG00000047967
ENSG00000072135	ENSRNOG00000013415
ENSG00000249580	
ENSG00000257817	
ENSG00000183185	ENSRNOG00000001679
ENSG00000089723	ENSRNOG00000009117
ENSG00000278224	ENSRNOG00000014180
ENSG00000204933	
ENSG00000079332	ENSRNOG00000000557
ENSG00000286520	
ENSG00000105063	
ENSG00000179520	ENSRNOG00000007581
ENSG00000249476	
ENSG00000268745	
ENSG00000285614	
ENSG00000248692	
ENSG00000206977	
ENSG00000244048	
ENSG00000165948	
ENSG00000288557	
ENSG00000282511	
ENSG00000205359	ENSRNOG00000031146
ENSG00000205359	ENSRNOG00000019252
ENSG00000205359	ENSRNOG00000013792
ENSG00000156508	ENSRNOG00000058710
ENSG00000156508	ENSRNOG00000009439
ENSG00000156508	ENSRNOG00000051885
ENSG00000243195	
ENSG00000243635	
ENSG00000241328	
ENSG00000234593	
ENSG00000196098	ENSRNOG00000068996
ENSG00000196098	ENSRNOG00000067747
ENSG00000196098	ENSRNOG00000069990
ENSG00000225405	
ENSG00000244461	
ENSG00000241344	
ENSG00000250249	
ENSG00000201644	
ENSG00000036054	ENSRNOG00000001642
ENSG00000138768	ENSRNOG00000002301
ENSG00000162490	ENSRNOG00000008911
ENSG00000256292	
ENSG00000255714	
ENSG00000257624	
ENSG00000158292	ENSRNOG00000010718
ENSG00000286394	
ENSG00000257773	
ENSG00000258373	
ENSG00000185482	ENSRNOG00000008050
ENSG00000270605	
ENSG00000238199	
ENSG00000119632	
ENSG00000142733	ENSRNOG00000008936
ENSG00000229097	
ENSG00000232142	
ENSG00000180817	ENSRNOG00000063854
ENSG00000206755	ENSRNOG00000064765
ENSG00000281991	
ENSG00000260899	
ENSG00000119698	ENSRNOG00000054052
ENSG00000156873	ENSRNOG00000018725
ENSG00000269811	
ENSG00000267871	
ENSG00000197948	ENSRNOG00000039415
ENSG00000180871	ENSRNOG00000063618
ENSG00000180871	ENSRNOG00000048239
ENSG00000130748	ENSRNOG00000015304
ENSG00000229717	
ENSG00000221923	
ENSG00000222644	ENSRNOG00000066308
ENSG00000156194	ENSRNOG00000052061
ENSG00000089234	ENSRNOG00000046497
ENSG00000119333	ENSRNOG00000015636
ENSG00000105677	ENSRNOG00000021006
ENSG00000156521	ENSRNOG00000024839
ENSG00000227692	
ENSG00000154174	ENSRNOG00000001640
ENSG00000144354	ENSRNOG00000001514
ENSG00000080854	ENSRNOG00000009253
ENSG00000252479	
ENSG00000230397	
ENSG00000285781	
ENSG00000126803	ENSRNOG00000006472
ENSG00000223834	
ENSG00000187764	ENSRNOG00000013679
ENSG00000136352	ENSRNOG00000008644
ENSG00000286694	
ENSG00000231855	
ENSG00000222412	
ENSG00000223540	
ENSG00000224250	
ENSG00000201884	
ENSG00000273767	
ENSG00000240309	
ENSG00000276742	
ENSG00000285780	
ENSG00000107672	ENSRNOG00000020452
ENSG00000175175	ENSRNOG00000024730
ENSG00000258428	
ENSG00000189337	ENSRNOG00000014322
ENSG00000259133	
ENSG00000138468	ENSRNOG00000001616
ENSG00000196118	ENSRNOG00000053015
ENSG00000242995	
ENSG00000258703	
ENSG00000138744	ENSRNOG00000002273
ENSG00000243801	
ENSG00000200818	ENSRNOG00000060679
ENSG00000265289	
ENSG00000279133	
ENSG00000286246	
ENSG00000283045	
ENSG00000248703	
ENSG00000251340	
ENSG00000165588	ENSRNOG00000065063
ENSG00000257507	
ENSG00000131747	ENSRNOG00000053047
ENSG00000149292	ENSRNOG00000008595
ENSG00000248931	
ENSG00000257671	
ENSG00000286204	
ENSG00000247627	
ENSG00000111666	ENSRNOG00000058271
ENSG00000253861	
ENSG00000168938	ENSRNOG00000017416
ENSG00000255033	
ENSG00000253407	
ENSG00000164930	ENSRNOG00000004660
ENSG00000250106	
ENSG00000273891	
ENSG00000285715	
ENSG00000287783	
ENSG00000285973	
ENSG00000232680	
ENSG00000261036	
ENSG00000189001	ENSRNOG00000021015
ENSG00000113638	ENSRNOG00000013217
ENSG00000166189	ENSRNOG00000018433
ENSG00000227331	
ENSG00000224302	
ENSG00000270601	ENSRNOG00000067406
ENSG00000270601	ENSRNOG00000063444
ENSG00000270601	ENSRNOG00000043130
ENSG00000270601	ENSRNOG00000037039
ENSG00000270601	ENSRNOG00000063361
ENSG00000270601	ENSRNOG00000064574
ENSG00000270601	ENSRNOG00000027328
ENSG00000270601	ENSRNOG00000067307
ENSG00000270601	ENSRNOG00000067146
ENSG00000270601	ENSRNOG00000037977
ENSG00000270601	ENSRNOG00000021920
ENSG00000270601	ENSRNOG00000069393
ENSG00000270601	ENSRNOG00000067728
ENSG00000270601	ENSRNOG00000033000
ENSG00000270601	ENSRNOG00000069853
ENSG00000270601	ENSRNOG00000024884
ENSG00000270601	ENSRNOG00000027278
ENSG00000270601	ENSRNOG00000042820
ENSG00000270601	ENSRNOG00000027000
ENSG00000270601	ENSRNOG00000065869
ENSG00000270601	ENSRNOG00000063749
ENSG00000270601	ENSRNOG00000067899
ENSG00000270601	ENSRNOG00000067111
ENSG00000270601	ENSRNOG00000063585
ENSG00000270601	ENSRNOG00000065688
ENSG00000270601	ENSRNOG00000065680
ENSG00000270601	ENSRNOG00000067003
ENSG00000270601	ENSRNOG00000062477
ENSG00000270601	ENSRNOG00000062749
ENSG00000270601	ENSRNOG00000063633
ENSG00000270601	ENSRNOG00000063211
ENSG00000270601	ENSRNOG00000021949
ENSG00000270601	ENSRNOG00000045614
ENSG00000270601	ENSRNOG00000047341
ENSG00000270601	ENSRNOG00000027142
ENSG00000270601	ENSRNOG00000053942
ENSG00000270601	ENSRNOG00000037035
ENSG00000270601	ENSRNOG00000067042
ENSG00000270601	ENSRNOG00000046931
ENSG00000270601	ENSRNOG00000063375
ENSG00000229629	
ENSG00000232799	
ENSG00000198728	ENSRNOG00000018468
ENSG00000115896	ENSRNOG00000032659
ENSG00000280211	
ENSG00000233268	
ENSG00000102870	ENSRNOG00000018877
ENSG00000232912	
ENSG00000274848	
ENSG00000224012	
ENSG00000260082	
ENSG00000090316	ENSRNOG00000005397
ENSG00000235084	
ENSG00000286736	
ENSG00000235143	
ENSG00000274678	
ENSG00000269983	
ENSG00000265991	
ENSG00000262721	
ENSG00000272006	
ENSG00000225478	
ENSG00000285822	
ENSG00000113441	ENSRNOG00000055229
ENSG00000211591	
ENSG00000230447	
ENSG00000215769	
ENSG00000225077	
ENSG00000260852	
ENSG00000164764	ENSRNOG00000007258
ENSG00000231043	
ENSG00000261487	
ENSG00000105698	ENSRNOG00000053725
ENSG00000262343	
ENSG00000271974	
ENSG00000241590	
ENSG00000135966	ENSRNOG00000024562
ENSG00000175938	ENSRNOG00000039730
ENSG00000028137	ENSRNOG00000016575
ENSG00000280248	
ENSG00000256286	
ENSG00000183484	ENSRNOG00000013914
ENSG00000274748	
ENSG00000265206	
ENSG00000286354	
ENSG00000167434	ENSRNOG00000002916
ENSG00000253672	
ENSG00000286410	
ENSG00000253220	
ENSG00000258343	
ENSG00000275263	
ENSG00000279196	
ENSG00000256597	
ENSG00000099377	ENSRNOG00000019080
ENSG00000256287	
ENSG00000184428	ENSRNOG00000007500
ENSG00000148840	ENSRNOG00000018561
ENSG00000135111	ENSRNOG00000008706
ENSG00000232688	
ENSG00000233299	
ENSG00000286636	
ENSG00000280244	
ENSG00000287071	
ENSG00000258154	
ENSG00000287459	
ENSG00000184916	ENSRNOG00000013927
ENSG00000278867	
ENSG00000081320	ENSRNOG00000012502
ENSG00000262979	
ENSG00000267123	
ENSG00000223944	
ENSG00000238249	
ENSG00000287112	
ENSG00000187952	
ENSG00000275409	
ENSG00000272963	
ENSG00000237938	
ENSG00000255923	
ENSG00000227409	
ENSG00000099365	ENSRNOG00000019193
ENSG00000166111	ENSRNOG00000000693
ENSG00000204464	
ENSG00000165810	ENSRNOG00000046377
ENSG00000233372	
ENSG00000162460	ENSRNOG00000011970
ENSG00000283259	
ENSG00000081386	
ENSG00000223777	
ENSG00000226939	
ENSG00000266066	
ENSG00000230353	
ENSG00000171246	ENSRNOG00000003741
ENSG00000166197	ENSRNOG00000018704
ENSG00000237477	
ENSG00000238065	
ENSG00000270659	
ENSG00000148219	ENSRNOG00000060105
ENSG00000186452	ENSRNOG00000031099
ENSG00000152127	ENSRNOG00000003614
ENSG00000240280	
ENSG00000142687	ENSRNOG00000012204
ENSG00000103496	ENSRNOG00000019302
ENSG00000270904	
ENSG00000287527	
ENSG00000184967	ENSRNOG00000037478
ENSG00000155846	ENSRNOG00000017503
ENSG00000141564	ENSRNOG00000003821
ENSG00000273118	
ENSG00000267188	
ENSG00000287875	
ENSG00000213194	
ENSG00000240286	
ENSG00000088053	ENSRNOG00000047204
ENSG00000228251	
ENSG00000240827	
ENSG00000178162	
ENSG00000242641	
ENSG00000163945	ENSRNOG00000005122
ENSG00000276292	
ENSG00000258117	
ENSG00000283582	
ENSG00000272369	
ENSG00000188707	
ENSG00000258346	
ENSG00000111262	ENSRNOG00000064052
ENSG00000241305	
ENSG00000127399	ENSRNOG00000008234
ENSG00000242573	
ENSG00000119915	ENSRNOG00000019124
ENSG00000184220	ENSRNOG00000027888
ENSG00000258659	ENSRNOG00000042686
ENSG00000261305	
ENSG00000286791	
ENSG00000106538	ENSRNOG00000024705
ENSG00000257327	
ENSG00000257925	
ENSG00000204637	
ENSG00000238180	
ENSG00000107859	ENSRNOG00000019194
ENSG00000227059	
ENSG00000231189	
ENSG00000273778	
ENSG00000257622	
ENSG00000204394	ENSRNOG00000000867
ENSG00000179364	ENSRNOG00000014744
ENSG00000228816	
ENSG00000234163	
ENSG00000265319	
ENSG00000188687	ENSRNOG00000010378
ENSG00000229878	
ENSG00000235962	
ENSG00000278266	
ENSG00000234182	
ENSG00000287560	
ENSG00000257859	
ENSG00000273001	
ENSG00000267130	
ENSG00000130749	ENSRNOG00000015229
ENSG00000160932	ENSRNOG00000007091
ENSG00000162298	ENSRNOG00000020950
ENSG00000067057	ENSRNOG00000017163
ENSG00000178882	ENSRNOG00000063517
ENSG00000240449	
ENSG00000227073	
ENSG00000155561	ENSRNOG00000010852
ENSG00000256022	
ENSG00000241884	
ENSG00000254094	
ENSG00000242781	
ENSG00000253399	
ENSG00000249792	
ENSG00000235608	ENSRNOG00000005113
ENSG00000230178	ENSRNOG00000065372
ENSG00000230178	ENSRNOG00000066433
ENSG00000230178	ENSRNOG00000065707
ENSG00000288563	
ENSG00000244652	
ENSG00000274238	
ENSG00000277695	
ENSG00000114021	ENSRNOG00000027797
ENSG00000276542	
ENSG00000087116	ENSRNOG00000061484
ENSG00000228919	
ENSG00000105675	ENSRNOG00000020985
ENSG00000207807	
ENSG00000273267	
ENSG00000251460	
ENSG00000250471	
ENSG00000170801	ENSRNOG00000008182
ENSG00000256218	
ENSG00000271621	
ENSG00000255757	
ENSG00000176834	ENSRNOG00000022698
ENSG00000260911	
ENSG00000232748	
ENSG00000167394	ENSRNOG00000016683
ENSG00000277000	
ENSG00000255423	
ENSG00000236691	
ENSG00000276693	
ENSG00000256630	
ENSG00000139351	ENSRNOG00000037455
ENSG00000139351	ENSRNOG00000027907
ENSG00000139351	ENSRNOG00000051360
ENSG00000139351	ENSRNOG00000005270
ENSG00000114423	ENSRNOG00000001982
ENSG00000267149	
ENSG00000204392	ENSRNOG00000011065
ENSG00000204392	ENSRNOG00000048725
ENSG00000261124	
ENSG00000249834	
ENSG00000167395	ENSRNOG00000026115
ENSG00000163995	ENSRNOG00000007882
ENSG00000254351	
ENSG00000226272	
ENSG00000090372	ENSRNOG00000016145
ENSG00000284543	
ENSG00000241105	
ENSG00000151006	ENSRNOG00000026040
ENSG00000244331	
ENSG00000285817	
ENSG00000131507	ENSRNOG00000013562
ENSG00000271509	
ENSG00000241204	
ENSG00000104499	
ENSG00000196363	ENSRNOG00000008212
ENSG00000226166	
ENSG00000204390	ENSRNOG00000047966
ENSG00000187013	
ENSG00000263293	
ENSG00000253630	
ENSG00000204389	ENSRNOG00000050647
ENSG00000265912	
ENSG00000255439	
ENSG00000244968	
ENSG00000267770	
ENSG00000253971	
ENSG00000271414	
ENSG00000271113	
ENSG00000130939	ENSRNOG00000014986
ENSG00000223718	
ENSG00000278898	
ENSG00000204388	ENSRNOG00000050647
ENSG00000238906	
ENSG00000253783	
ENSG00000253561	
ENSG00000285565	
ENSG00000172794	ENSRNOG00000059793
ENSG00000253433	
ENSG00000136193	ENSRNOG00000009636
ENSG00000213344	
ENSG00000280303	
ENSG00000204387	
ENSG00000258181	
ENSG00000167397	ENSRNOG00000050828
ENSG00000253143	
ENSG00000243402	
ENSG00000253156	
ENSG00000256714	
ENSG00000270137	
ENSG00000086159	ENSRNOG00000053181
ENSG00000086159	ENSRNOG00000063448
ENSG00000277494	ENSRNOG00000064680
ENSG00000147896	ENSRNOG00000022990
ENSG00000273569	
ENSG00000204136	
ENSG00000285736	
ENSG00000253947	
ENSG00000214743	
ENSG00000278865	
ENSG00000278419	
ENSG00000250420	
ENSG00000175582	ENSRNOG00000018176
ENSG00000253728	
ENSG00000237399	
ENSG00000188959	ENSRNOG00000012068
ENSG00000184709	ENSRNOG00000011457
ENSG00000234616	ENSRNOG00000027238
ENSG00000236968	
ENSG00000227338	
ENSG00000280160	
ENSG00000287428	
ENSG00000095203	ENSRNOG00000056550
ENSG00000258830	
ENSG00000233805	
ENSG00000252252	
ENSG00000234173	
ENSG00000103507	
ENSG00000224697	
ENSG00000287622	
ENSG00000221594	
ENSG00000236744	
ENSG00000286233	
ENSG00000251538	
ENSG00000223800	
ENSG00000256137	
ENSG00000228048	
ENSG00000287339	
ENSG00000249860	
ENSG00000257767	ENSRNOG00000037815
ENSG00000236993	
ENSG00000270541	
ENSG00000200469	ENSRNOG00000069257
ENSG00000200469	ENSRNOG00000055565
ENSG00000207480	
ENSG00000287181	
ENSG00000111696	ENSRNOG00000026793
ENSG00000286978	
ENSG00000227014	
ENSG00000231585	
ENSG00000138646	
ENSG00000106080	ENSRNOG00000009886
ENSG00000064651	ENSRNOG00000015971
ENSG00000107959	ENSRNOG00000016511
ENSG00000197353	ENSRNOG00000006058
ENSG00000283992	
ENSG00000231519	
ENSG00000185163	ENSRNOG00000037480
ENSG00000106624	ENSRNOG00000013720
ENSG00000261220	
ENSG00000253521	
ENSG00000179142	
ENSG00000106952	ENSRNOG00000048321
ENSG00000253627	
ENSG00000236216	
ENSG00000281641	
ENSG00000201823	ENSRNOG00000061471
ENSG00000175147	
ENSG00000201754	ENSRNOG00000053988
ENSG00000237080	
ENSG00000184995	ENSRNOG00000024204
ENSG00000127083	ENSRNOG00000039560
ENSG00000204371	ENSRNOG00000030630
ENSG00000277576	
ENSG00000261044	
ENSG00000204001	ENSRNOG00000017161
ENSG00000236266	
ENSG00000185730	
ENSG00000127472	ENSRNOG00000016838
ENSG00000287129	
ENSG00000249934	
ENSG00000286895	
ENSG00000279205	
ENSG00000214064	
ENSG00000145337	ENSRNOG00000006858
ENSG00000273514	ENSRNOG00000050486
ENSG00000256362	
ENSG00000171459	
ENSG00000287201	
ENSG00000253421	
ENSG00000262075	
ENSG00000188674	
ENSG00000286922	
ENSG00000254255	
ENSG00000270395	
ENSG00000255072	
ENSG00000257021	
ENSG00000160360	ENSRNOG00000018666
ENSG00000285122	
ENSG00000271642	
ENSG00000147655	ENSRNOG00000037687
ENSG00000256496	
ENSG00000231103	
ENSG00000249755	
ENSG00000252322	
ENSG00000256146	
ENSG00000133256	ENSRNOG00000000065
ENSG00000134802	ENSRNOG00000061768
ENSG00000285635	
ENSG00000239801	
ENSG00000134532	ENSRNOG00000027869
ENSG00000279495	
ENSG00000241787	
ENSG00000284412	
ENSG00000242085	
ENSG00000252848	
ENSG00000206535	ENSRNOG00000039649
ENSG00000226174	ENSRNOG00000028158
ENSG00000106631	ENSRNOG00000014409
ENSG00000060656	ENSRNOG00000013515
ENSG00000273125	
ENSG00000251602	
ENSG00000259539	
ENSG00000254313	
ENSG00000259519	
ENSG00000254389	
ENSG00000240034	
ENSG00000259932	
ENSG00000287195	
ENSG00000250562	
ENSG00000260035	
ENSG00000242770	
ENSG00000243328	
ENSG00000279014	
ENSG00000225259	
ENSG00000261709	
ENSG00000241754	
ENSG00000259338	
ENSG00000279518	
ENSG00000182979	ENSRNOG00000004711
ENSG00000253715	
ENSG00000259520	
ENSG00000286776	
ENSG00000232722	
ENSG00000144188	
ENSG00000176243	
ENSG00000137860	ENSRNOG00000028668
ENSG00000137860	ENSRNOG00000068036
ENSG00000137860	ENSRNOG00000066870
ENSG00000116120	ENSRNOG00000014119
ENSG00000253165	
ENSG00000239589	
ENSG00000249917	
ENSG00000264172	
ENSG00000285939	
ENSG00000254083	
ENSG00000171298	ENSRNOG00000047656
ENSG00000176428	ENSRNOG00000048699
ENSG00000240237	
ENSG00000253153	
ENSG00000176410	ENSRNOG00000031721
ENSG00000171045	
ENSG00000103510	ENSRNOG00000019485
ENSG00000071462	ENSRNOG00000033700
ENSG00000213148	
ENSG00000197714	ENSRNOG00000033729
ENSG00000130714	ENSRNOG00000010477
ENSG00000151689	ENSRNOG00000012375
ENSG00000279541	
ENSG00000105486	ENSRNOG00000014193
ENSG00000004838	ENSRNOG00000021602
ENSG00000285597	
ENSG00000235390	
ENSG00000259433	
ENSG00000238941	
ENSG00000251102	
ENSG00000168246	ENSRNOG00000004137
ENSG00000171766	ENSRNOG00000000168
ENSG00000288566	
ENSG00000202297	
ENSG00000232709	
ENSG00000280139	
ENSG00000286795	
ENSG00000243758	
ENSG00000248469	
ENSG00000253218	
ENSG00000251045	
ENSG00000113302	ENSRNOG00000004380
ENSG00000119912	ENSRNOG00000016833
ENSG00000262766	
ENSG00000215203	ENSRNOG00000038891
ENSG00000278133	
ENSG00000181523	ENSRNOG00000064880
ENSG00000261385	
ENSG00000052344	ENSRNOG00000019616
ENSG00000131773	ENSRNOG00000009539
ENSG00000120251	ENSRNOG00000054204
ENSG00000170085	ENSRNOG00000016932
ENSG00000153266	ENSRNOG00000009206
ENSG00000178226	ENSRNOG00000033343
ENSG00000163617	ENSRNOG00000057815
ENSG00000238273	
ENSG00000284167	
ENSG00000189362	ENSRNOG00000012924
ENSG00000129084	ENSRNOG00000011745
ENSG00000108384	ENSRNOG00000006661
ENSG00000115457	ENSRNOG00000016957
ENSG00000264668	ENSRNOG00000007489
ENSG00000106089	ENSRNOG00000029165
ENSG00000254076	
ENSG00000126233	ENSRNOG00000005944
ENSG00000275672	
ENSG00000171763	ENSRNOG00000000169
ENSG00000223697	
ENSG00000271240	
ENSG00000236498	
ENSG00000250571	ENSRNOG00000021765
ENSG00000224675	
ENSG00000204366	
ENSG00000138472	
ENSG00000251389	
ENSG00000256209	
