Gene stable ID	Cow gene stable ID
ENSG00000287667	
ENSG00000251310	
ENSG00000248394	
ENSG00000283355	
ENSG00000213332	
ENSG00000261620	
ENSG00000249877	
ENSG00000283453	
ENSG00000250458	
ENSG00000260419	
ENSG00000260184	
ENSG00000260854	
ENSG00000249052	
ENSG00000286452	
ENSG00000260984	
ENSG00000220730	
ENSG00000259842	
ENSG00000226194	
ENSG00000109536	ENSBTAG00000007089
ENSG00000258626	
ENSG00000280665	
ENSG00000272253	
ENSG00000261512	
ENSG00000259302	
ENSG00000258466	ENSBTAG00000001950
ENSG00000112706	ENSBTAG00000021175
ENSG00000259180	
ENSG00000212413	
ENSG00000260206	
ENSG00000260405	
ENSG00000258922	
ENSG00000262235	
ENSG00000173915	ENSBTAG00000045783
ENSG00000173915	ENSBTAG00000009713
ENSG00000173915	ENSBTAG00000051517
ENSG00000173915	ENSBTAG00000030186
ENSG00000282927	
ENSG00000260746	
ENSG00000104129	ENSBTAG00000013480
ENSG00000072042	ENSBTAG00000001950
ENSG00000261046	
ENSG00000262155	
ENSG00000224324	
ENSG00000279288	
ENSG00000280266	
ENSG00000237729	
ENSG00000233951	
ENSG00000224134	
ENSG00000248517	
ENSG00000214102	ENSBTAG00000004658
ENSG00000106948	ENSBTAG00000017306
ENSG00000214273	
ENSG00000248817	
ENSG00000287469	
ENSG00000247130	
ENSG00000248370	
ENSG00000256642	
ENSG00000102910	ENSBTAG00000010867
ENSG00000286700	
ENSG00000130226	ENSBTAG00000021941
ENSG00000249520	
ENSG00000109472	ENSBTAG00000016514
ENSG00000283867	ENSBTAG00000038879
ENSG00000227723	
ENSG00000287473	
ENSG00000213309	
ENSG00000215878	
ENSG00000272209	
ENSG00000076685	ENSBTAG00000012858
ENSG00000234777	
ENSG00000286438	
ENSG00000170088	ENSBTAG00000035265
ENSG00000220237	
ENSG00000218428	
ENSG00000233237	
ENSG00000249865	
ENSG00000139988	ENSBTAG00000012838
ENSG00000250874	
ENSG00000249114	
ENSG00000250629	
ENSG00000234838	
ENSG00000249668	
ENSG00000255571	
ENSG00000249616	
ENSG00000287392	
ENSG00000249003	
ENSG00000153044	ENSBTAG00000014246
ENSG00000224569	
ENSG00000250292	
ENSG00000249693	ENSBTAG00000051380
ENSG00000176273	ENSBTAG00000010105
ENSG00000225174	
ENSG00000278420	
ENSG00000287269	
ENSG00000223695	
ENSG00000241542	
ENSG00000112031	ENSBTAG00000009275
ENSG00000258618	
ENSG00000237668	
ENSG00000254460	
ENSG00000255326	
ENSG00000214491	ENSBTAG00000049253
ENSG00000271697	
ENSG00000255434	
ENSG00000250497	
ENSG00000254630	
ENSG00000239820	
ENSG00000249049	
ENSG00000258759	
ENSG00000255280	
ENSG00000250768	
ENSG00000274666	
ENSG00000226677	
ENSG00000166391	ENSBTAG00000049519
ENSG00000166391	ENSBTAG00000037483
ENSG00000166391	ENSBTAG00000015091
ENSG00000166391	ENSBTAG00000017443
ENSG00000166391	ENSBTAG00000047111
ENSG00000248019	
ENSG00000279434	
ENSG00000283098	
ENSG00000180764	
ENSG00000188831	
ENSG00000232913	
ENSG00000238540	
ENSG00000250356	
ENSG00000234519	
ENSG00000257520	ENSBTAG00000000541
ENSG00000287512	
ENSG00000248891	
ENSG00000251437	
ENSG00000248285	
ENSG00000213111	
ENSG00000250746	
ENSG00000113088	ENSBTAG00000005164
ENSG00000229415	
ENSG00000286066	
ENSG00000228692	
ENSG00000135049	ENSBTAG00000001257
ENSG00000237449	
ENSG00000250636	
ENSG00000251688	
ENSG00000146278	ENSBTAG00000019110
ENSG00000263993	
ENSG00000247867	
ENSG00000198237	
ENSG00000234724	
ENSG00000206069	ENSBTAG00000006594
ENSG00000206631	ENSBTAG00000046858
ENSG00000228553	
ENSG00000268894	
ENSG00000249618	
ENSG00000272129	
ENSG00000062282	
ENSG00000164440	ENSBTAG00000002964
ENSG00000253563	
ENSG00000205449	
ENSG00000261239	
ENSG00000197077	ENSBTAG00000044022
ENSG00000258467	
ENSG00000273450	
ENSG00000173145	ENSBTAG00000011368
ENSG00000243730	
ENSG00000136327	ENSBTAG00000013352
ENSG00000233828	
ENSG00000201395	
ENSG00000258661	
ENSG00000113273	ENSBTAG00000008341
ENSG00000198807	ENSBTAG00000009186
ENSG00000220725	
ENSG00000231971	
ENSG00000280265	
ENSG00000261131	
ENSG00000279085	
ENSG00000123159	ENSBTAG00000000764
ENSG00000286712	
ENSG00000143869	ENSBTAG00000038224
ENSG00000279548	
ENSG00000279006	
ENSG00000279620	
ENSG00000279110	
ENSG00000172717	ENSBTAG00000010239
ENSG00000261231	
ENSG00000203280	
ENSG00000272275	
ENSG00000271181	
ENSG00000259897	
ENSG00000227360	
ENSG00000158125	ENSBTAG00000012519
ENSG00000100053	ENSBTAG00000001255
ENSG00000260251	
ENSG00000238485	
ENSG00000233732	
ENSG00000152822	ENSBTAG00000044181
ENSG00000101974	ENSBTAG00000054134
ENSG00000101974	ENSBTAG00000016484
ENSG00000260134	
ENSG00000254826	
ENSG00000108239	ENSBTAG00000009693
ENSG00000286821	
ENSG00000254814	
ENSG00000260480	
ENSG00000249106	
ENSG00000200256	
ENSG00000279779	
ENSG00000199362	
ENSG00000260073	
ENSG00000261802	
ENSG00000239840	
ENSG00000286055	
ENSG00000123219	ENSBTAG00000044175
ENSG00000251298	
ENSG00000259800	
ENSG00000250189	
ENSG00000149257	ENSBTAG00000001027
ENSG00000260318	
ENSG00000184139	
ENSG00000236641	
ENSG00000259866	
ENSG00000251555	
ENSG00000207642	
ENSG00000212458	
ENSG00000244752	ENSBTAG00000004088
ENSG00000284276	
ENSG00000239247	
ENSG00000206738	
ENSG00000157045	ENSBTAG00000004803
ENSG00000200761	ENSBTAG00000044754
ENSG00000263631	
ENSG00000200867	
ENSG00000264658	
ENSG00000202392	
ENSG00000221275	
ENSG00000203436	
ENSG00000202054	
ENSG00000264931	
ENSG00000223086	
ENSG00000252002	
ENSG00000222182	
ENSG00000212282	
ENSG00000266240	
ENSG00000202449	
ENSG00000199420	
ENSG00000207716	
ENSG00000206780	ENSBTAG00000044824
ENSG00000283271	
ENSG00000207697	
ENSG00000243005	
ENSG00000239001	
ENSG00000207732	ENSBTAG00000029783
ENSG00000283281	
ENSG00000251816	
ENSG00000244701	
ENSG00000119969	ENSBTAG00000005979
ENSG00000243548	
ENSG00000283275	
ENSG00000238632	
ENSG00000200999	ENSBTAG00000043207
ENSG00000283666	ENSBTAG00000043112
ENSG00000207075	
ENSG00000105851	ENSBTAG00000020848
ENSG00000279298	
ENSG00000283207	
ENSG00000222206	
ENSG00000238694	
ENSG00000222230	
ENSG00000206665	ENSBTAG00000042919
ENSG00000207944	
ENSG00000252975	
ENSG00000128272	ENSBTAG00000017462
ENSG00000243260	
ENSG00000200455	ENSBTAG00000043871
ENSG00000201863	
ENSG00000205442	ENSBTAG00000023412
ENSG00000263642	
ENSG00000207195	
ENSG00000239010	
ENSG00000201736	
ENSG00000199790	ENSBTAG00000043252
ENSG00000207198	ENSBTAG00000049720
ENSG00000258988	
ENSG00000200338	
ENSG00000252970	
ENSG00000264319	
ENSG00000207481	
ENSG00000072415	ENSBTAG00000011767
ENSG00000252595	ENSBTAG00000045305
ENSG00000252796	
ENSG00000200720	
ENSG00000252243	
ENSG00000206675	
ENSG00000239679	
ENSG00000222257	ENSBTAG00000044362
ENSG00000252913	
ENSG00000239464	
ENSG00000251722	ENSBTAG00000045319
ENSG00000277388	
ENSG00000251923	ENSBTAG00000049423
ENSG00000127529	
ENSG00000100368	ENSBTAG00000009064
ENSG00000223305	
ENSG00000199924	ENSBTAG00000042971
ENSG00000207385	
ENSG00000199780	
ENSG00000165185	ENSBTAG00000016259
ENSG00000265829	
ENSG00000202169	
ENSG00000201775	
ENSG00000186115	ENSBTAG00000025748
ENSG00000186115	ENSBTAG00000039337
ENSG00000186115	ENSBTAG00000039319
ENSG00000186115	ENSBTAG00000038549
ENSG00000202358	
ENSG00000252890	ENSBTAG00000045004
ENSG00000221563	
ENSG00000252104	
ENSG00000206629	
ENSG00000274759	ENSBTAG00000051952
ENSG00000201676	
ENSG00000207428	ENSBTAG00000054708
ENSG00000202374	
ENSG00000210839	
ENSG00000222236	
ENSG00000252955	
ENSG00000221639	
ENSG00000252762	
ENSG00000207065	
ENSG00000286319	
ENSG00000202440	ENSBTAG00000047335
ENSG00000276087	ENSBTAG00000030864
ENSG00000202485	ENSBTAG00000045142
ENSG00000200108	
ENSG00000201901	
ENSG00000207746	
ENSG00000278151	ENSBTAG00000053166
ENSG00000276003	
ENSG00000252342	
ENSG00000100554	ENSBTAG00000016309
ENSG00000100554	ENSBTAG00000053321
ENSG00000100554	ENSBTAG00000054140
ENSG00000239466	
ENSG00000136866	ENSBTAG00000045868
ENSG00000252062	
ENSG00000199530	
ENSG00000251874	ENSBTAG00000045024
ENSG00000251874	ENSBTAG00000052995
ENSG00000207524	ENSBTAG00000050330
ENSG00000207524	ENSBTAG00000050751
ENSG00000207524	ENSBTAG00000053226
ENSG00000207524	ENSBTAG00000049850
ENSG00000207524	ENSBTAG00000052843
ENSG00000177994	ENSBTAG00000006861
ENSG00000200622	
ENSG00000266421	
ENSG00000201640	
ENSG00000252548	
ENSG00000260033	
ENSG00000265213	
ENSG00000199529	
ENSG00000252470	
ENSG00000260644	
ENSG00000201744	ENSBTAG00000055003
ENSG00000252460	ENSBTAG00000045030
ENSG00000201633	
ENSG00000206601	
ENSG00000213261	
ENSG00000284253	
ENSG00000252087	
ENSG00000243099	
ENSG00000275994	ENSBTAG00000043530
ENSG00000207931	
ENSG00000243227	
ENSG00000207988	
ENSG00000273882	
ENSG00000148335	ENSBTAG00000015437
ENSG00000221265	
ENSG00000223225	
ENSG00000222011	ENSBTAG00000014879
ENSG00000223006	
ENSG00000252183	
ENSG00000223208	
ENSG00000201752	
ENSG00000212359	ENSBTAG00000049799
ENSG00000212359	ENSBTAG00000043619
ENSG00000199862	
ENSG00000241392	
ENSG00000251821	
ENSG00000200553	
ENSG00000281369	
ENSG00000207322	ENSBTAG00000050225
ENSG00000207322	ENSBTAG00000051731
ENSG00000206782	ENSBTAG00000054880
ENSG00000207148	
ENSG00000240637	
ENSG00000272418	
ENSG00000222613	
ENSG00000252014	ENSBTAG00000044447
ENSG00000252014	ENSBTAG00000045436
ENSG00000207155	
ENSG00000166927	ENSBTAG00000038650
ENSG00000259883	
ENSG00000221245	
ENSG00000201314	
ENSG00000283432	
ENSG00000131355	ENSBTAG00000002937
ENSG00000259543	
ENSG00000271620	
ENSG00000273621	ENSBTAG00000049970
ENSG00000222594	ENSBTAG00000046465
ENSG00000288071	
ENSG00000230330	
ENSG00000260361	
ENSG00000238713	
ENSG00000201846	
ENSG00000239168	
ENSG00000258010	
ENSG00000220514	
ENSG00000207121	
ENSG00000156968	ENSBTAG00000047520
ENSG00000202331	
ENSG00000146374	ENSBTAG00000008121
ENSG00000238721	
ENSG00000252951	
ENSG00000260103	
ENSG00000252233	
ENSG00000264274	
ENSG00000252451	
ENSG00000240014	
ENSG00000253019	
ENSG00000259651	
ENSG00000201264	ENSBTAG00000054570
ENSG00000221369	
ENSG00000271629	
ENSG00000252544	ENSBTAG00000046831
ENSG00000273063	
ENSG00000253077	
ENSG00000196588	ENSBTAG00000002630
ENSG00000208797	ENSBTAG00000042696
ENSG00000223360	
ENSG00000200350	
ENSG00000199859	ENSBTAG00000048951
ENSG00000199859	ENSBTAG00000053763
ENSG00000260620	
ENSG00000233083	
ENSG00000252524	
ENSG00000214106	
ENSG00000206978	
ENSG00000287163	
ENSG00000264678	
ENSG00000274535	
ENSG00000261398	
ENSG00000252350	ENSBTAG00000044600
ENSG00000199634	ENSBTAG00000043905
ENSG00000260153	
ENSG00000217160	
ENSG00000140455	ENSBTAG00000008805
ENSG00000200974	ENSBTAG00000044815
ENSG00000200974	ENSBTAG00000043690
ENSG00000206711	
ENSG00000198478	ENSBTAG00000055014
ENSG00000260525	
ENSG00000171132	ENSBTAG00000020614
ENSG00000223037	
ENSG00000244544	
ENSG00000261267	
ENSG00000222721	
ENSG00000252959	
ENSG00000251961	
ENSG00000259983	
ENSG00000231652	
ENSG00000207559	
ENSG00000253001	
ENSG00000260291	
ENSG00000200521	
ENSG00000232361	
ENSG00000220181	
ENSG00000206613	
ENSG00000201176	
ENSG00000260478	
ENSG00000112379	ENSBTAG00000017370
ENSG00000201818	
ENSG00000278502	
ENSG00000283792	
ENSG00000240772	
ENSG00000105993	ENSBTAG00000000771
ENSG00000241652	ENSBTAG00000046487
ENSG00000201931	ENSBTAG00000032728
ENSG00000253000	ENSBTAG00000028575
ENSG00000222859	ENSBTAG00000043728
ENSG00000166123	ENSBTAG00000002980
ENSG00000212373	
ENSG00000166928	ENSBTAG00000004581
ENSG00000201727	
ENSG00000283468	
ENSG00000251742	ENSBTAG00000047427
ENSG00000201433	
ENSG00000251739	ENSBTAG00000044738
ENSG00000251878	ENSBTAG00000043268
ENSG00000252157	
ENSG00000201516	
ENSG00000244512	
ENSG00000221227	
ENSG00000252343	
ENSG00000222582	
ENSG00000251714	ENSBTAG00000043941
ENSG00000252604	
ENSG00000265846	
ENSG00000133401	ENSBTAG00000014455
ENSG00000207231	
ENSG00000201145	
ENSG00000119408	ENSBTAG00000019470
ENSG00000201085	ENSBTAG00000054113
ENSG00000201085	ENSBTAG00000051405
ENSG00000202215	
ENSG00000212387	
ENSG00000199572	
ENSG00000212191	ENSBTAG00000047641
ENSG00000221375	
ENSG00000252275	
ENSG00000252719	ENSBTAG00000044943
ENSG00000207497	
ENSG00000259959	
ENSG00000147378	ENSBTAG00000006820
ENSG00000170448	ENSBTAG00000002201
ENSG00000147381	ENSBTAG00000018323
ENSG00000147381	ENSBTAG00000051652
ENSG00000147381	ENSBTAG00000019009
ENSG00000147381	ENSBTAG00000005749
ENSG00000147381	ENSBTAG00000048281
ENSG00000147381	ENSBTAG00000048505
ENSG00000147381	ENSBTAG00000049584
ENSG00000147381	ENSBTAG00000050724
ENSG00000147381	ENSBTAG00000055100
ENSG00000147381	ENSBTAG00000046565
ENSG00000147381	ENSBTAG00000049678
ENSG00000147381	ENSBTAG00000054052
ENSG00000147381	ENSBTAG00000051911
ENSG00000147381	ENSBTAG00000048623
ENSG00000147381	ENSBTAG00000050778
ENSG00000147381	ENSBTAG00000055194
ENSG00000261393	
ENSG00000166930	ENSBTAG00000004583
ENSG00000257527	
ENSG00000261045	
ENSG00000102921	ENSBTAG00000019938
ENSG00000224400	
ENSG00000267594	
ENSG00000270528	
ENSG00000285754	
ENSG00000100883	ENSBTAG00000019085
ENSG00000236591	
ENSG00000138039	ENSBTAG00000016573
ENSG00000214563	
ENSG00000176984	
ENSG00000001036	ENSBTAG00000001752
ENSG00000184232	ENSBTAG00000021338
ENSG00000267135	
ENSG00000228965	
ENSG00000232562	
ENSG00000213500	
ENSG00000182776	
ENSG00000250258	
ENSG00000219553	
ENSG00000186204	
ENSG00000279750	
ENSG00000249286	
ENSG00000228495	
ENSG00000221705	
ENSG00000260566	
ENSG00000259786	
ENSG00000154545	ENSBTAG00000052987
ENSG00000154545	ENSBTAG00000048077
ENSG00000137709	ENSBTAG00000021340
ENSG00000161999	ENSBTAG00000033672
ENSG00000221475	
ENSG00000179028	
ENSG00000076716	ENSBTAG00000020644
ENSG00000287540	
ENSG00000248572	
ENSG00000272264	
ENSG00000253919	
ENSG00000253231	
ENSG00000285997	
ENSG00000254776	
ENSG00000250979	
ENSG00000134480	ENSBTAG00000009566
ENSG00000220110	
ENSG00000287933	
ENSG00000206765	ENSBTAG00000050918
ENSG00000227008	
ENSG00000233260	
ENSG00000213335	
ENSG00000286096	
ENSG00000213076	
ENSG00000272027	
ENSG00000232068	
ENSG00000261003	
ENSG00000200572	
ENSG00000224908	
ENSG00000066697	ENSBTAG00000052146
ENSG00000227361	
ENSG00000272446	
ENSG00000283638	
ENSG00000284499	ENSBTAG00000029978
ENSG00000233587	
ENSG00000284538	ENSBTAG00000030059
ENSG00000284107	ENSBTAG00000029785
ENSG00000284043	ENSBTAG00000029910
ENSG00000283931	
ENSG00000284157	
ENSG00000232664	
ENSG00000120068	ENSBTAG00000054162
ENSG00000259541	
ENSG00000203952	ENSBTAG00000036349
ENSG00000286482	
ENSG00000274303	
ENSG00000236996	
ENSG00000256116	
ENSG00000049768	ENSBTAG00000013279
ENSG00000213373	
ENSG00000137573	ENSBTAG00000004720
ENSG00000232518	
ENSG00000220347	
ENSG00000119899	ENSBTAG00000044053
ENSG00000173457	ENSBTAG00000017645
ENSG00000173457	ENSBTAG00000047265
ENSG00000075426	ENSBTAG00000023929
ENSG00000279199	
ENSG00000184502	ENSBTAG00000017663
ENSG00000280148	ENSBTAG00000032163
ENSG00000241788	
ENSG00000233683	
ENSG00000277532	
ENSG00000146477	ENSBTAG00000039080
ENSG00000251660	
ENSG00000130558	ENSBTAG00000038584
ENSG00000130558	ENSBTAG00000052600
ENSG00000270870	
ENSG00000263990	
ENSG00000262006	
ENSG00000257086	
ENSG00000236326	
ENSG00000105929	ENSBTAG00000004263
ENSG00000287313	
ENSG00000187103	
ENSG00000011260	ENSBTAG00000020629
ENSG00000237790	
ENSG00000182450	ENSBTAG00000008644
ENSG00000219146	
ENSG00000219547	
ENSG00000236204	
ENSG00000160951	ENSBTAG00000017041
ENSG00000237110	ENSBTAG00000048313
ENSG00000216713	
ENSG00000219487	
ENSG00000112290	ENSBTAG00000016627
ENSG00000268564	
ENSG00000198367	
ENSG00000237803	
ENSG00000275432	
ENSG00000167461	ENSBTAG00000038696
ENSG00000242735	
ENSG00000229160	
ENSG00000214843	
ENSG00000286519	
ENSG00000232604	
ENSG00000227394	
ENSG00000225943	
ENSG00000171126	ENSBTAG00000032623
ENSG00000259997	
ENSG00000103429	ENSBTAG00000021521
ENSG00000227292	
ENSG00000226523	
ENSG00000257069	
ENSG00000230702	
ENSG00000235848	
ENSG00000207024	
ENSG00000219435	
ENSG00000248278	
ENSG00000214657	
ENSG00000261873	
ENSG00000126432	ENSBTAG00000008648
ENSG00000115808	ENSBTAG00000018590
ENSG00000147905	ENSBTAG00000025859
ENSG00000267253	
ENSG00000163293	ENSBTAG00000009423
ENSG00000267104	
ENSG00000261976	
ENSG00000262079	
ENSG00000265000	
ENSG00000262967	
ENSG00000264057	
ENSG00000244019	
ENSG00000236068	
ENSG00000251585	
ENSG00000248475	
ENSG00000167460	ENSBTAG00000004553
ENSG00000267659	
ENSG00000285882	
ENSG00000198832	ENSBTAG00000031279
ENSG00000224712	
ENSG00000132846	ENSBTAG00000052845
ENSG00000074966	ENSBTAG00000005055
ENSG00000168071	ENSBTAG00000040190
ENSG00000244332	
ENSG00000152670	ENSBTAG00000008871
ENSG00000235746	
ENSG00000237297	
ENSG00000275494	
ENSG00000261834	
ENSG00000115163	ENSBTAG00000035013
ENSG00000115163	ENSBTAG00000048648
ENSG00000115163	ENSBTAG00000053466
ENSG00000115163	ENSBTAG00000017396
ENSG00000115163	ENSBTAG00000023938
ENSG00000261456	
ENSG00000128594	ENSBTAG00000010704
ENSG00000279509	
ENSG00000262700	
ENSG00000279729	
ENSG00000108433	ENSBTAG00000015958
ENSG00000260688	
ENSG00000211959	ENSBTAG00000052621
ENSG00000259836	
ENSG00000180957	ENSBTAG00000017799
ENSG00000253467	
ENSG00000228757	
ENSG00000205060	ENSBTAG00000003372
ENSG00000129636	ENSBTAG00000004805
ENSG00000253294	
ENSG00000278473	
ENSG00000228966	
ENSG00000254228	
ENSG00000232216	
ENSG00000283195	
ENSG00000283562	
ENSG00000223537	
ENSG00000286181	
ENSG00000283464	
ENSG00000232420	
ENSG00000270816	
ENSG00000218418	
ENSG00000276662	
ENSG00000200269	ENSBTAG00000049269
ENSG00000184194	ENSBTAG00000017767
ENSG00000283499	
ENSG00000112029	ENSBTAG00000021193
ENSG00000212331	
ENSG00000202014	
ENSG00000201861	
ENSG00000239822	
ENSG00000109189	ENSBTAG00000003443
ENSG00000233021	
ENSG00000270497	
ENSG00000015171	ENSBTAG00000002578
ENSG00000184205	ENSBTAG00000017783
ENSG00000253465	
ENSG00000131013	ENSBTAG00000016980
ENSG00000253895	
ENSG00000211961	
ENSG00000225959	
ENSG00000286829	
ENSG00000211962	
ENSG00000242771	
ENSG00000270729	
ENSG00000179833	ENSBTAG00000049341
ENSG00000253808	
ENSG00000232145	
ENSG00000229092	
ENSG00000242552	
ENSG00000253862	
ENSG00000211964	
ENSG00000286380	
ENSG00000106829	ENSBTAG00000003532
ENSG00000211965	
ENSG00000236824	
ENSG00000242412	
ENSG00000146918	ENSBTAG00000016131
ENSG00000253386	
ENSG00000253241	
ENSG00000233953	
ENSG00000211966	
ENSG00000286796	
ENSG00000288553	
ENSG00000235968	
ENSG00000253941	
ENSG00000253545	
ENSG00000226491	
ENSG00000211967	
ENSG00000253714	
ENSG00000232693	
ENSG00000130023	ENSBTAG00000000918
ENSG00000275475	
ENSG00000244310	
ENSG00000254395	
ENSG00000253131	
ENSG00000232444	
ENSG00000253759	
ENSG00000211968	
ENSG00000230749	
ENSG00000224373	ENSBTAG00000052621
ENSG00000253742	
ENSG00000254167	
ENSG00000115380	ENSBTAG00000017448
ENSG00000119638	ENSBTAG00000016612
ENSG00000278359	
ENSG00000162302	ENSBTAG00000039153
ENSG00000126012	ENSBTAG00000014943
ENSG00000248866	
ENSG00000260120	
ENSG00000250302	
ENSG00000259530	
ENSG00000136379	ENSBTAG00000011638
ENSG00000136379	ENSBTAG00000032951
ENSG00000264585	
ENSG00000286161	
ENSG00000212588	
ENSG00000248375	
ENSG00000226887	
ENSG00000212490	
ENSG00000199901	
ENSG00000128045	ENSBTAG00000020647
ENSG00000277245	
ENSG00000166557	ENSBTAG00000000807
ENSG00000261689	
ENSG00000248115	
ENSG00000252266	
ENSG00000201496	ENSBTAG00000045260
ENSG00000082929	
ENSG00000102900	ENSBTAG00000006611
ENSG00000198062	
ENSG00000271236	
ENSG00000261478	
ENSG00000237868	
ENSG00000259732	
ENSG00000241037	
ENSG00000269951	
ENSG00000287508	
ENSG00000164113	ENSBTAG00000046191
ENSG00000259240	
ENSG00000271317	
ENSG00000287391	
ENSG00000225625	
ENSG00000259482	
ENSG00000271195	
ENSG00000259361	
ENSG00000100077	ENSBTAG00000000005
ENSG00000254086	
ENSG00000215096	
ENSG00000275343	
ENSG00000221273	
ENSG00000244630	
ENSG00000276418	ENSBTAG00000007335
ENSG00000231680	
ENSG00000271983	
ENSG00000231492	
ENSG00000250306	
ENSG00000251306	
ENSG00000181908	
ENSG00000103888	ENSBTAG00000007431
ENSG00000286816	
ENSG00000130449	ENSBTAG00000021224
ENSG00000232500	
ENSG00000165084	ENSBTAG00000022588
ENSG00000237363	
ENSG00000168065	ENSBTAG00000018792
ENSG00000170820	ENSBTAG00000032424
ENSG00000271455	
ENSG00000251518	
ENSG00000240412	
ENSG00000105135	ENSBTAG00000048657
ENSG00000105135	ENSBTAG00000015186
ENSG00000164171	ENSBTAG00000019289
ENSG00000100206	ENSBTAG00000005936
ENSG00000197891	ENSBTAG00000018762
ENSG00000248771	
ENSG00000201050	
ENSG00000248329	
ENSG00000118491	ENSBTAG00000008159
ENSG00000250227	
ENSG00000244146	
ENSG00000285563	
ENSG00000221891	
ENSG00000270960	
ENSG00000248645	
ENSG00000279140	
ENSG00000121089	
ENSG00000258701	
ENSG00000236941	
ENSG00000253729	ENSBTAG00000017019
ENSG00000239365	
ENSG00000183439	
ENSG00000196183	
ENSG00000250486	
ENSG00000248229	
ENSG00000250887	
ENSG00000250712	
ENSG00000236913	
ENSG00000240674	
ENSG00000013016	ENSBTAG00000001662
ENSG00000055211	ENSBTAG00000000880
ENSG00000176979	
ENSG00000203727	ENSBTAG00000036287
ENSG00000276623	
ENSG00000233644	
ENSG00000075413	ENSBTAG00000013410
ENSG00000250430	
ENSG00000237234	
ENSG00000249617	
ENSG00000227352	
ENSG00000279956	ENSBTAG00000016573
ENSG00000250374	
ENSG00000285856	
ENSG00000187689	ENSBTAG00000002928
ENSG00000242628	
ENSG00000274614	
ENSG00000287260	
ENSG00000237927	
ENSG00000273398	ENSBTAG00000010619
ENSG00000153495	ENSBTAG00000007298
ENSG00000234210	
ENSG00000118520	ENSBTAG00000012403
ENSG00000204946	ENSBTAG00000002445
ENSG00000237410	
ENSG00000115421	ENSBTAG00000007414
ENSG00000100380	ENSBTAG00000006202
ENSG00000186526	
ENSG00000068831	ENSBTAG00000001029
ENSG00000261719	
ENSG00000285444	
ENSG00000261356	
ENSG00000279666	
ENSG00000261049	
ENSG00000185055	ENSBTAG00000053355
ENSG00000261274	
ENSG00000178695	ENSBTAG00000001414
ENSG00000150394	ENSBTAG00000022783
ENSG00000278727	
ENSG00000132464	ENSBTAG00000010346
ENSG00000118903	
ENSG00000102794	ENSBTAG00000008259
ENSG00000236279	ENSBTAG00000038854
ENSG00000233873	
ENSG00000228002	
ENSG00000286848	
ENSG00000225559	
ENSG00000132467	ENSBTAG00000009310
ENSG00000229177	
ENSG00000229196	
ENSG00000207448	
ENSG00000207058	
ENSG00000272986	
ENSG00000102805	ENSBTAG00000018846
ENSG00000277880	
ENSG00000226509	
ENSG00000211713	ENSBTAG00000049810
ENSG00000211713	ENSBTAG00000048904
ENSG00000211713	ENSBTAG00000049231
ENSG00000211713	ENSBTAG00000053682
ENSG00000211713	ENSBTAG00000052008
ENSG00000211713	ENSBTAG00000053109
ENSG00000211713	ENSBTAG00000050745
ENSG00000018189	ENSBTAG00000016795
ENSG00000018189	ENSBTAG00000051377
ENSG00000267609	
ENSG00000271664	
ENSG00000269787	
ENSG00000225935	
ENSG00000211710	ENSBTAG00000031234
ENSG00000267056	
ENSG00000211747	
ENSG00000161031	ENSBTAG00000012280
ENSG00000232053	
ENSG00000248702	
ENSG00000267002	
ENSG00000234985	
ENSG00000262052	
ENSG00000133561	ENSBTAG00000050052
ENSG00000227694	
ENSG00000264451	
ENSG00000166073	ENSBTAG00000016826
ENSG00000005379	ENSBTAG00000051269
ENSG00000005379	ENSBTAG00000046321
ENSG00000266896	
ENSG00000286722	
ENSG00000008018	ENSBTAG00000007685
ENSG00000270672	
ENSG00000224865	
ENSG00000198551	
ENSG00000230649	
ENSG00000225647	
ENSG00000197627	
ENSG00000146411	ENSBTAG00000019002
ENSG00000106028	ENSBTAG00000010931
ENSG00000220694	
ENSG00000117971	ENSBTAG00000003132
ENSG00000231316	
ENSG00000237179	
ENSG00000287297	
ENSG00000287656	
ENSG00000107362	ENSBTAG00000006816
ENSG00000235998	
ENSG00000160961	ENSBTAG00000048788
ENSG00000205978	ENSBTAG00000007149
ENSG00000111897	ENSBTAG00000046808
ENSG00000111897	ENSBTAG00000000019
ENSG00000224464	
ENSG00000229831	
ENSG00000271657	
ENSG00000273275	
ENSG00000227220	
ENSG00000272606	
ENSG00000228481	
ENSG00000111981	ENSBTAG00000024751
ENSG00000111981	ENSBTAG00000036061
ENSG00000111981	ENSBTAG00000024490
ENSG00000111981	ENSBTAG00000026437
ENSG00000111981	ENSBTAG00000038112
ENSG00000111981	ENSBTAG00000046595
ENSG00000111981	ENSBTAG00000039329
ENSG00000111981	ENSBTAG00000050143
ENSG00000111981	ENSBTAG00000048950
ENSG00000111981	ENSBTAG00000038891
ENSG00000111981	ENSBTAG00000023970
ENSG00000111981	ENSBTAG00000047902
ENSG00000111981	ENSBTAG00000001836
ENSG00000237217	
ENSG00000165059	
ENSG00000226488	
ENSG00000205629	ENSBTAG00000013169
ENSG00000228278	ENSBTAG00000017294
ENSG00000139899	ENSBTAG00000010665
ENSG00000216811	
ENSG00000230355	
ENSG00000112320	ENSBTAG00000019175
ENSG00000232668	
ENSG00000231815	
ENSG00000271443	
ENSG00000073169	ENSBTAG00000000647
