Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Glycosaminoglycan degradation (WP4815)	93.0	58	54	0	0	0	4	[a7520 : GNS : En:ENSBTAG00000017465, ac71b : HPSE : En:ENSBTAG00000005745, ae2bf : GUSB : En:ENSBTAG00000052611, b28bb : GNS : En:ENSBTAG00000017465, bc43f : ARSB : En:ENSBTAG00000008341, c341b : IDUA : En:ENSBTAG00000007002, c523e : GUSB : En:ENSBTAG00000052611, c6927 : HEXA : En:ENSBTAG00000012981, cd296 : HYAL2 : En:ENSBTAG00000000484, d2c66 : SGSH : En:ENSBTAG00000015267, d82d3 : IDS : En:ENSBTAG00000011056, d8897 : GALNS : En:ENSBTAG00000004568, dadf4 : GUSB : En:ENSBTAG00000052611, e16d1 : HPSE2 : En:ENSBTAG00000054120, e7238 : HYAL4 : En:ENSBTAG00000005548, e9869 : GLB1 : En:ENSBTAG00000015254, ea0ee : HYAL4 : En:ENSBTAG00000005548, f0a82 : HYAL1 : En:ENSBTAG00000000483, f19f9 : HGSNAT : En:ENSBTAG00000033182, f6642 : NAGLU : En:ENSBTAG00000047956, fafb2 : GALNS : En:ENSBTAG00000004568, cba97 : HYAL4 : En:ENSBTAG00000005548, ab945 : IDUA : En:ENSBTAG00000007002, c883d : IDS : En:ENSBTAG00000011056, ae84c : HEXB : En:ENSBTAG00000034138, acc7a : HEXA : En:ENSBTAG00000012981, ab9d4 : HEXB : En:ENSBTAG00000034138, b21a3 : GUSB : En:ENSBTAG00000052611, ff00f : GUSB : En:ENSBTAG00000052611, dde4b : ARSB : En:ENSBTAG00000008341, c69e1 : IDUA : En:ENSBTAG00000007002, df4da : IDS : En:ENSBTAG00000011056, d61b5 : HYAL4 : En:ENSBTAG00000005548, ea754 : HYAL4 : En:ENSBTAG00000005548, d03dd : GUSB : En:ENSBTAG00000052611, ab26b : ARSB : En:ENSBTAG00000008341, ee58e : GNS : En:ENSBTAG00000017465, d028d : HPSE : En:ENSBTAG00000005745, ed81c : GUSB : En:ENSBTAG00000052611, fb5c6 : SGSH : En:ENSBTAG00000015267, a191e : HPSE2 : En:ENSBTAG00000054120, b07c8 : NAGLU : En:ENSBTAG00000047956, d5590 : NAGLU : En:ENSBTAG00000047956, ded2c : IDUA : En:ENSBTAG00000007002, b01ec : IDS : En:ENSBTAG00000011056, aaf6c : GNS : En:ENSBTAG00000017465, bbff0 : GALNS : En:ENSBTAG00000004568, bfbc0 : HEXA : En:ENSBTAG00000012981, ec020 : HEXB : En:ENSBTAG00000034138, c7ff9 : GNS : En:ENSBTAG00000017465, e15de : HEXA : En:ENSBTAG00000012981, c1aa1 : HEXB : En:ENSBTAG00000034138, aac0b : GLB1 : En:ENSBTAG00000015254, d6945 : GLB1 : En:ENSBTAG00000015254]	[]	[]	[]	[bc0ea : GeneProduct : :, e3275 : GeneProduct : :, fc4a4 : GeneProduct : :, aad05 : GeneProduct : :]
Interleukin-1 (IL-1) structural pathway (WP2637)	92.0	54	50	0	1	1	2	[a1a44 : IL1A : En:ENSBTAG00000010349, a3c9b : MYD88 : En:ENSBTAG00000000563, ae019 : MAP3K8 : En:ENSBTAG00000011600, af01d : MAP3K1 : En:ENSBTAG00000013790, b17f3 : ELK1 : En:ENSBTAG00000015817, b560d : CHUK : En:ENSBTAG00000007591, b73e0 : IRAK4 : En:ENSBTAG00000021105, b8063 : NFKBIA : En:ENSBTAG00000016683, bb288 : IRAK1 : En:ENSBTAG00000016085, bc979 : IRF7 : En:ENSBTAG00000047680, c2ec5 : MAP3K7 : En:ENSBTAG00000002625, c64b9 : NFKB1 : En:ENSBTAG00000020270, c7177 : RPS6KA5 : En:ENSBTAG00000010906, cc164 : TRAF6 : En:ENSBTAG00000036009, ce36c : TOLLIP : En:ENSBTAG00000008237, d2165 : MAPK8 : En:ENSBTAG00000007876, d94c2 : IRAK2 : En:ENSBTAG00000006193, dbcb5 : MAPK3 : En:ENSBTAG00000016156, e1129 : IL1R1 : En:ENSBTAG00000005273, e4f05 : MAP2K3 : En:ENSBTAG00000010576, e6592 : SAFB : En:ENSBTAG00000007875, e73ef : RELA : En:ENSBTAG00000013895, ea240 : MAP3K14 : En:ENSBTAG00000007084, f31e5 : MAPKAPK2 : En:ENSBTAG00000038107, f3859 : TAB1 : En:ENSBTAG00000019828, f6aa8 : MAP3K3 : En:ENSBTAG00000008151, f6bc8 : MAPK11 : En:ENSBTAG00000030182, f7e28 : MBP : En:ENSBTAG00000022890, eeeae : IL1A : En:ENSBTAG00000010349, e841c : IL1RAP : En:ENSBTAG00000013205, e064f : TAB2 : En:ENSBTAG00000013454, aef45 : TAB3 : En:ENSBTAG00000048159, bcf83 : MAP2K6 : En:ENSBTAG00000001609, f02cd : MAP2K4 : En:ENSBTAG00000012103, a132d : MAP2K7 : En:ENSBTAG00000010639, b31e1 : MAP2K1 : En:ENSBTAG00000033983, f8d1a : MAP2K2 : En:ENSBTAG00000024450, c812c : TANK : En:ENSBTAG00000006654, c0bc1 : IKBKB : En:ENSBTAG00000007599, c1c1c : MAPK14 : En:ENSBTAG00000020783, f19cd : MAPK9 : En:ENSBTAG00000004709, ce063 : MAPK10 : En:ENSBTAG00000020048, f7cd4 : MAPK1 : En:ENSBTAG00000010312, b17f8 : NFKBIB : En:ENSBTAG00000001778, e5b73 : ATF2 : En:ENSBTAG00000002295, c7f9c : MKNK1 : En:ENSBTAG00000019933, d1f30 : MAPK9 : En:ENSBTAG00000004709, fc461 : FOS : En:ENSBTAG00000004322, c0970 : MYC : En:ENSBTAG00000008409, fdd5b : MKNK2 : En:ENSBTAG00000018049]	[]	[d5f09 : eIF-4E : En:ENSG00000151247]	[a2f72 : Histone H3 : S:Q66I33]	[a98ff : NF-kappaB p50 : :, dc3ac : CREB341 : :]
miR-509-3p alteration of YAP1/ECM axis (WP3967)	94.0	19	18	0	1	0	0	[a7607 : BCAR1 : En:ENSBTAG00000012002, c888d : EDNRA : En:ENSBTAG00000013674, c6c53 : FN1 : En:ENSBTAG00000008300, cb18c : SPARC : En:ENSBTAG00000014835, cde1f : THBS2 : En:ENSBTAG00000018810, d63fc : GPC6 : En:ENSBTAG00000054671, a6314 : COL1A1 : En:ENSBTAG00000013103, e7fdb : COL3A1 : En:ENSBTAG00000021466, c86d0 : COL5A1 : En:ENSBTAG00000047998, e0be7 : PBX3 : En:ENSBTAG00000013314, f977e : TWIST1 : En:ENSBTAG00000046922, ba559 : SNAI2 : En:ENSBTAG00000013227, e1e01 : YAP1 : En:ENSBTAG00000039307, c4785 : YAP1 : En:ENSBTAG00000039307, daa62 : TEAD1 : En:ENSBTAG00000032657, c6903 : TEAD2 : En:ENSBTAG00000016349, d62cc : TEAD3 : En:ENSBTAG00000019495, a4988 : TEAD4 : En:ENSBTAG00000019788]	[]	[cda34 : MIR509-3 : H:MIR509-3]	[]	[]
Somatic sex determination (WP4814)	92.0	25	23	0	1	0	1	[f1f15 : DHH : En:ENSBTAG00000000124, dbb6c : FOXL2 : En:ENSBTAG00000031277, e64b2 : SOX9 : En:ENSBTAG00000045824, e6f9b : SOX9 : En:ENSBTAG00000045824, de4b1 : FOXL2 : En:ENSBTAG00000031277, f8b4b : AMH : En:ENSBTAG00000014955, b2d8b : WNT4 : En:ENSBTAG00000051083, d74f5 : GATA4 : En:ENSBTAG00000005425, ed970 : NR5A1 : En:ENSBTAG00000009017, b500d : RSPO1 : En:ENSBTAG00000003837, c5545 : NR5A1 : En:ENSBTAG00000009017, c2556 : WT1 : En:ENSBTAG00000047268, d83df : SOX9 : En:ENSBTAG00000045824, d7cff : NR5A1 : En:ENSBTAG00000009017, c2bfe : WT1 : En:ENSBTAG00000047268, a2582 : SOX8 : En:ENSBTAG00000020737, aa33e : FGF9 : En:ENSBTAG00000048237, d893d : DMRT1 : En:ENSBTAG00000033352, f80ca : PTGDS : En:ENSBTAG00000015074, ade61 : SOX9 : En:ENSBTAG00000045824, da49e : NR5A1 : En:ENSBTAG00000009017, fcd0a : GATA4 : En:ENSBTAG00000005425, ebcba : SOX8 : En:ENSBTAG00000020737]	[]	[aea4f : SRY : En:ENSG00000184895]	[]	[b66ad : beta catenin : :]
H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity (WP3969)	94.0	18	17	0	1	0	0	[aacb8 : MACROH2A1 : En:ENSBTAG00000016105, ab405 : CDK4 : En:ENSBTAG00000047712, fe54e : CTNNB1 : En:ENSBTAG00000016420, a545e : CCND1 : En:ENSBTAG00000017514, df2bb : E2F1 : En:ENSBTAG00000003971, ca5ca : CDK8 : En:ENSBTAG00000016737, e3a0e : CDK8 : En:ENSBTAG00000016737, d5a02 : MED1 : En:ENSBTAG00000013236, e5f2c : CSRP2 : En:ENSBTAG00000013406, a66fd : JAG1 : En:ENSBTAG00000012817, f279d : SOX4 : En:ENSBTAG00000051245, e95b1 : CDH1 : En:ENSBTAG00000015991, b3438 : TULP3 : En:ENSBTAG00000015879, f8b16 : PMAIP1 : En:ENSBTAG00000049851, ad1bc : RB1 : En:ENSBTAG00000006640, c32fb : E2F1 : En:ENSBTAG00000003971, c9bb7 : RB1 : En:ENSBTAG00000006640]	[]	[ab411 : H19 : En:ENSG00000130600]	[]	[]
TGF-beta receptor signaling in skeletal dysplasias (WP4816)	98.0	66	65	0	1	0	0	[a06 : TGFBR3 : En:ENSBTAG00000024269, a0d : ZEB2 : En:ENSBTAG00000048810, a29 : TGFB1 : En:ENSBTAG00000020457, a4d : JAK1 : En:ENSBTAG00000003147, a75 : MAPK9 : En:ENSBTAG00000004709, a7d : SMAD1 : En:ENSBTAG00000002835, a9d : RUNX2 : En:ENSBTAG00000004104, aad3b : ADAMTSL2 : En:ENSBTAG00000007492, abb : TGIF1 : En:ENSBTAG00000007718, ad0 : SKI : En:ENSBTAG00000038716, ae4 : SMAD4 : En:ENSBTAG00000006919, aed : BMP4 : En:ENSBTAG00000003835, b39 : TNF : En:ENSBTAG00000025471, b50 : FST : En:ENSBTAG00000003329, b66 : FKBP1A : En:ENSBTAG00000032651, b6c : SPP1 : En:ENSBTAG00000005260, b9821 : FBN1 : En:ENSBTAG00000002278, bca3e : LTBP3 : En:ENSBTAG00000006747, bd0 : WNT1 : En:ENSBTAG00000015364, be1 : TGFBR2 : En:ENSBTAG00000019832, c0d : THBS1 : En:ENSBTAG00000002006, c11 : LIF : En:ENSBTAG00000007424, c13 : NOG : En:ENSBTAG00000040282, c42 : LEF1 : En:ENSBTAG00000006844, c44 : ENG : En:ENSBTAG00000008997, c48 : SMAD6 : En:ENSBTAG00000000625, c61 : BMP4 : En:ENSBTAG00000003835, c7f28 : ADAMTS10 : En:ENSBTAG00000014207, cb6 : SKIL : En:ENSBTAG00000004154, cdd : ZNF423 : En:ENSBTAG00000017397, d0b : MAPK3 : En:ENSBTAG00000016156, d5c : RUNX3 : En:ENSBTAG00000050474, d6f : TGFBR1 : En:ENSBTAG00000018035, d70 : NFKB1 : En:ENSBTAG00000020270, d96 : SMAD3 : En:ENSBTAG00000012599, db7 : BAMBI : En:ENSBTAG00000003045, dd5 : EP300 : En:ENSBTAG00000016198, df4 : SERPINE1 : En:ENSBTAG00000014465, e0b : SMAD1 : En:ENSBTAG00000002835, e44 : INHBA : En:ENSBTAG00000048508, e49 : LTBP1 : En:ENSBTAG00000019839, e54 : SMAD2 : En:ENSBTAG00000039916, e55 : STAT3 : En:ENSBTAG00000021523, e8d : TGFBR2 : En:ENSBTAG00000019832, e98b2 : bta-mir-302a : En:ENSBTAG00000036428, ead : ZFYVE9 : En:ENSBTAG00000014289, eaf : IFNG : En:ENSBTAG00000012529, ebc : TGFB1 : En:ENSBTAG00000020457, ec0 : JUN : En:ENSBTAG00000004037, ec1 : SMAD2 : En:ENSBTAG00000039916, ecf : SMAD7 : En:ENSBTAG00000012441, eeb : FOXH1 : En:ENSBTAG00000004761, ef6 : HRAS : En:ENSBTAG00000046644, ef9 : CTNNB1 : En:ENSBTAG00000016420, f21 : TNF : En:ENSBTAG00000025471, f56 : FOS : En:ENSBTAG00000004322, f61 : TFE3 : En:ENSBTAG00000008523, f6a : EGF : En:ENSBTAG00000048812, f8c : STAT1 : En:ENSBTAG00000007867, fcc : CREBBP : En:ENSBTAG00000026403, fdf : TGFBR1 : En:ENSBTAG00000018035, fe1 : SMAD5 : En:ENSBTAG00000055062, fe9 : ITGB6 : En:ENSBTAG00000009080, b48eb : LEFTY1 : En:ENSBTAG00000054752, b7bc3 : LEFTY2 : En:ENSBTAG00000054752]	[]	[a44 : SMAD9 : L:4093]	[]	[]
IL-10 anti-inflammatory signaling pathway  (WP4495)	92.0	14	13	0	0	1	0	[null : BLVRA : En:ENSBTAG00000013414, null : BLVRB : En:ENSBTAG00000010508, null : IL10RA : En:ENSBTAG00000005215, null : IL10RB : En:ENSBTAG00000019404, null : IL1A : En:ENSBTAG00000010349, null : IL6 : En:ENSBTAG00000014921, null : JAK1 : En:ENSBTAG00000003147, null : STAT1 : En:ENSBTAG00000007867, null : STAT2 : En:ENSBTAG00000004380, ad5f7 : STAT3 : En:ENSBTAG00000021523, d3143 : IL10 : En:ENSBTAG00000006685, ea211 : HMOX1 : En:ENSBTAG00000015582, dfb97 : HMOX1 : En:ENSBTAG00000015582]	[]	[]	[ae557 : TNF : L:7214]	[]
Selective expression of chemokine receptors during T-cell polarization (WP4494)	100.0	45	45	0	0	0	0	[null : CCL3 : En:ENSBTAG00000003289, null : CCR7 : En:ENSBTAG00000015133, null : CXCR4 : En:ENSBTAG00000001060, null : IL12A : En:ENSBTAG00000015150, null : IL12B : En:ENSBTAG00000004741, null : IL4 : En:ENSBTAG00000015957, null : IL5 : En:ENSBTAG00000031235, null : TGFB1 : En:ENSBTAG00000020457, null : TGFB2 : En:ENSBTAG00000005359, null : TGFB3 : En:ENSBTAG00000012004, b8073 : CD4 : En:ENSBTAG00000003255, bf2b8 : IL2 : En:ENSBTAG00000020883, c0d52 : CSF2 : En:ENSBTAG00000001570, d9b39 : IFNG : En:ENSBTAG00000012529, f9f5a : CCL4 : En:ENSBTAG00000025257, null : CD28 : En:ENSBTAG00000007445, null : CD40LG : En:ENSBTAG00000051078, null : IL12RB1 : En:ENSBTAG00000011481, null : IL12RB2 : En:ENSBTAG00000009455, daf73 : IL18R1 : En:ENSBTAG00000001034, cb3c6 : IL12RB1 : En:ENSBTAG00000011481, fee86 : IL12RB2 : En:ENSBTAG00000009455, a0210 : IL4R : En:ENSBTAG00000001602, null : CD28 : En:ENSBTAG00000007445, null : CD40LG : En:ENSBTAG00000051078, null : IFNGR1 : En:ENSBTAG00000012544, null : IFNGR2 : En:ENSBTAG00000012899, d4920 : IL4 : En:ENSBTAG00000015957, ae615 : IL2 : En:ENSBTAG00000020883, null : CCR3 : En:ENSBTAG00000001338, null : CCR4 : En:ENSBTAG00000034883, null : CXCR3 : En:ENSBTAG00000014798, a7a02 : CCR2 : En:ENSBTAG00000013586, d5c47 : CCR1 : En:ENSBTAG00000019428, f8dda : CCR5 : En:ENSBTAG00000008099, null : CCR3 : En:ENSBTAG00000001338, null : CCR4 : En:ENSBTAG00000034883, a9977 : CCR2 : En:ENSBTAG00000013586, null : IL12B : En:ENSBTAG00000004741, null : IL12A : En:ENSBTAG00000015150, null : IL12B : En:ENSBTAG00000004741, null : IL12A : En:ENSBTAG00000015150, b2151 : IL12B : En:ENSBTAG00000004741, a9928 : IL12A : En:ENSBTAG00000015150, c54d2 : IFNG : En:ENSBTAG00000012529]	[]	[]	[]	[]
Signal transduction through IL1R (WP4496)	100.0	43	43	0	0	0	0	[null : IFNAG : En:ENSBTAG00000046443, null : IL6 : En:ENSBTAG00000014921, null : IRAK2 : En:ENSBTAG00000006193, null : IRAK3 : En:ENSBTAG00000007636, null : NFKB1 : En:ENSBTAG00000020270, null : NFKBIA : En:ENSBTAG00000016683, null : RELA : En:ENSBTAG00000013895, null : TGFB1 : En:ENSBTAG00000020457, null : TGFB2 : En:ENSBTAG00000005359, null : TGFB3 : En:ENSBTAG00000012004, null : TNF : En:ENSBTAG00000025471, null : TOLLIP : En:ENSBTAG00000008237, a1dbd : MAP2K3 : En:ENSBTAG00000010576, a50b5 : TRAF6 : En:ENSBTAG00000036009, a533c : MAP3K1 : En:ENSBTAG00000013790, a6855 : IKBKB : En:ENSBTAG00000007599, b06f7 : IRAK1 : En:ENSBTAG00000016085, b0d4c : MAPK8 : En:ENSBTAG00000007876, b23d8 : IF1DA6 : En:ENSBTAG00000054945, b61cf : MAP3K7 : En:ENSBTAG00000002625, b8a86 : MAP3K14 : En:ENSBTAG00000007084, baf3d : MYD88 : En:ENSBTAG00000000563, e1973 : IL1RN : En:ENSBTAG00000019665, e2343 : JUN : En:ENSBTAG00000004037, e5afc : MAPK14 : En:ENSBTAG00000020783, f3ba2 : CHUK : En:ENSBTAG00000007591, f40f7 : ECSIT : En:ENSBTAG00000015049, f7d7f : MAP2K6 : En:ENSBTAG00000001609, f9a1e : TAB1 : En:ENSBTAG00000019828, null : IL1RAP : En:ENSBTAG00000013205, null : IL1R1 : En:ENSBTAG00000005273, null : IL1A : En:ENSBTAG00000010349, null : IL1B : En:ENSBTAG00000001321, b7b5d : IL1RAP : En:ENSBTAG00000013205, null : IL1R1 : En:ENSBTAG00000005273, null : IL1A : En:ENSBTAG00000010349, ad145 : IL1B : En:ENSBTAG00000001321, c70d6 : MAP3K1 : En:ENSBTAG00000013790, fbb60 : NFKB1 : En:ENSBTAG00000020270, null : NFKBIA : En:ENSBTAG00000016683, d16b7 : RELA : En:ENSBTAG00000013895, de901 : JUN : En:ENSBTAG00000004037, e695b : IKBKB : En:ENSBTAG00000007599]	[]	[]	[]	[]
Cells and molecules involved in local acute inflammatory response  (WP4493)	100.0	19	19	0	0	0	0	[null : C3 : En:ENSBTAG00000017280, null : C5 : En:ENSBTAG00000012210, null : C6 : En:ENSBTAG00000014177, null : C7 : En:ENSBTAG00000011766, null : IL1A : En:ENSBTAG00000010349, a8083 : KNG1 : En:ENSBTAG00000005122, b5dc8 : IL6 : En:ENSBTAG00000014921, c5dd7 : CXCL8 : En:ENSBTAG00000019716, d2052 : TNF : En:ENSBTAG00000025471, null : SELPLG : En:ENSBTAG00000031851, null : SELP : En:ENSBTAG00000020755, null : ICAM1 : En:ENSBTAG00000053933, null : ITGAL : En:ENSBTAG00000007103, null : ITGB2 : En:ENSBTAG00000017060, null : C5 : En:ENSBTAG00000012210, null : C3 : En:ENSBTAG00000017280, null : VCAM1 : En:ENSBTAG00000037539, null : ITGB1 : En:ENSBTAG00000015910, null : ITGA4 : En:ENSBTAG00000009256]	[]	[]	[]	[]
Clear cell renal cell carcinoma pathways (WP4018)	91.0	102	93	0	2	0	7	[f5863 : DEPTOR : En:ENSBTAG00000015341, a5393 : ACACA : En:ENSBTAG00000017567, a5575 : KCNJ2 : En:ENSBTAG00000008294, a97e6 : EFCAB3 : En:ENSBTAG00000006943, b7dd9 : FASN : En:ENSBTAG00000015980, ba5a4 : ENPP3 : En:ENSBTAG00000020196, c4d64 : HK3 : En:ENSBTAG00000014898, e5c0b : PDGFRA : En:ENSBTAG00000007173, e9ada : FLT1 : En:ENSBTAG00000016915, eecbd : STAT3 : En:ENSBTAG00000021523, f771e : EGFR : En:ENSBTAG00000011628, f7941 : CAMK1 : En:ENSBTAG00000007780, d601d : AKT1 : En:ENSBTAG00000017636, aa5bc : MLST8 : En:ENSBTAG00000009928, b3650 : SQSTM1 : En:ENSBTAG00000015591, b28fa : MTOR : En:ENSBTAG00000015325, da670 : RPTOR : En:ENSBTAG00000002883, ac53e : TSC1 : En:ENSBTAG00000005190, d0be2 : EP300 : En:ENSBTAG00000016198, efc7f : GRB10 : En:ENSBTAG00000017086, ea405 : MIR21 : En:ENSBTAG00000029897, edd01 : SLC2A1 : En:ENSBTAG00000009617, e15ce : VEGFA : En:ENSBTAG00000005339, df2b6 : RHEB : En:ENSBTAG00000031861, ad59d : VHL : En:ENSBTAG00000016101, eb435 : HIF1A : En:ENSBTAG00000020935, e72ae : ARNT : En:ENSBTAG00000021037, f8e16 : PBRM1 : En:ENSBTAG00000014786, d00eb : SETD2 : En:ENSBTAG00000002948, bdb1e : BAP1 : En:ENSBTAG00000045817, c94cb : KDM5C : En:ENSBTAG00000014943, fb35a : TSC2 : En:ENSBTAG00000020617, b5ac1 : ARNT : En:ENSBTAG00000021037, e4125 : HIF1A : En:ENSBTAG00000020935, bfc6a : HIF1A : En:ENSBTAG00000020935, cc7c7 : ARNT : En:ENSBTAG00000021037, dadc5 : HIF1A : En:ENSBTAG00000020935, e7282 : PDGFB : En:ENSBTAG00000021697, c4d27 : TGFB1 : En:ENSBTAG00000020457, f5b9b : TGFB2 : En:ENSBTAG00000005359, ee95d : TGFB3 : En:ENSBTAG00000012004, d89ab : CREBBP : En:ENSBTAG00000026403, f28a6 : EP300 : En:ENSBTAG00000016198, b16d6 : CREBBP : En:ENSBTAG00000026403, e8631 : AKT1S1 : En:ENSBTAG00000005763, b3d25 : ACACB : En:ENSBTAG00000022058, bbb5d : ACLY : En:ENSBTAG00000016740, dc842 : MDH1 : En:ENSBTAG00000019295, ec611 : ME1 : En:ENSBTAG00000005681, b97fc : HK1 : En:ENSBTAG00000012380, bb0bb : HK2 : En:ENSBTAG00000013108, ecf8d : GPI : En:ENSBTAG00000006396, a54fc : PFKL : En:ENSBTAG00000010658, caca8 : PFKP : En:ENSBTAG00000002683, ca4ea : PFKM : En:ENSBTAG00000000286, c0284 : ALDOA : En:ENSBTAG00000012927, b2ee4 : ALDOB : En:ENSBTAG00000015358, ae86f : ALDOC : En:ENSBTAG00000013099, e9c0f : TPI1 : En:ENSBTAG00000019782, f23d2 : GAPDH : En:ENSBTAG00000014731, e7e84 : PGK1 : En:ENSBTAG00000000894, bc07d : PGM1 : En:ENSBTAG00000019011, f5afe : PGM2 : En:ENSBTAG00000005773, cbc2f : ENO1 : En:ENSBTAG00000013411, b956a : ENO2 : En:ENSBTAG00000011274, f7ddb : ENO3 : En:ENSBTAG00000005534, a9c32 : PHGDH : En:ENSBTAG00000039719, ce73c : PSAT1 : En:ENSBTAG00000013960, b4ba3 : PSPH : En:ENSBTAG00000013081, f3c5c : SHMT1 : En:ENSBTAG00000017094, a089f : SHMT2 : En:ENSBTAG00000031500, daa83 : SDS : En:ENSBTAG00000031814, e44ca : SDSL : En:ENSBTAG00000008945, d86e3 : PKLR : En:ENSBTAG00000017056, a08a1 : LDHA : En:ENSBTAG00000008683, c5530 : LDHB : En:ENSBTAG00000032217, d9a83 : LDHD : En:ENSBTAG00000006779, c293c : LDHC : En:ENSBTAG00000002488, d0044 : PKM : En:ENSBTAG00000001601, e91a4 : HIF1A : En:ENSBTAG00000020935, faf77 : PKM : En:ENSBTAG00000001601, ef92f : PDGFRB : En:ENSBTAG00000002804, ecedf : KDR : En:ENSBTAG00000000782, e60ef : BHLHE41 : En:ENSBTAG00000030575, ed855 : CDH13 : En:ENSBTAG00000034373, e7c2e : CEP290 : En:ENSBTAG00000018745, bd896 : KSR1 : En:ENSBTAG00000006601, aab12 : PGBD5 : En:ENSBTAG00000027205, e145a : PLOD2 : En:ENSBTAG00000007331, c310b : SSPN : En:ENSBTAG00000000393, c789a : RAPGEF5 : En:ENSBTAG00000015539, df596 : ZEB1 : En:ENSBTAG00000020053, d6a35 : TOX2 : En:ENSBTAG00000016741]	[]	[d9c76 : PTEN : En:ENSG00000171862, b0a10 : PGK2 : En:ENSG00000170950]	[]	[dc837 : AMPK : :, ce0d9 : PI3K : :, e9ef2 : RTKs : :, fc670 : H2 : :, e2943 : H3 : :, ab0a6 : H3 : :, ca20e : H2 : :]
